chr,start,end,gene_symbol,strand
chr12,75874512,75895716,GLIPR1,+
chr12,75891418,75905418,KRR1,-
chr12,76419226,76425556,PHLDA1,-
chr12,76438524,76478813,NAP1L1,-
chr12,76738265,76742222,BBS10,-
chr12,76745576,76953589,OSBPL8,-
chr12,77157853,77247474,ZDHHC17,+
chr12,77252494,77272820,CSRP2,-
chr12,77415025,77459360,E2F7,-
chr12,79985744,80084790,PAWR,-
chr12,80167342,80329235,PPP1R12A,-
chr12,82746082,82752199,CCDC59,-
chr12,85253266,85306608,SLC6A15,-
chr12,85674035,85695562,ALX1,+
chr12,88429267,88443937,C12orf29,+
chr12,88442789,88535993,CEP290,-
chr12,88536072,88593664,TMTC3,+
chr12,89741601,89746636,DUSP6,-
chr12,89913188,89920039,POC1B-GALNT4,-
chr12,89913188,89918583,GALNT4,-
chr12,92534053,92539673,BTG1,-
chr12,93166284,93323107,EEA1,-
chr12,93771698,93797024,NUDT4,+
chr12,93802087,93836026,UBE2N,-
chr12,93861265,93897548,MRPL42,+
chr12,93964756,93970521,SOCS2,+
chr12,94700168,94853764,CEP83,-
chr12,95365103,95397489,NDUFA12,-
chr12,95414004,95467404,NR2C1,-
chr12,95611521,95696566,VEZT,+
chr12,95867821,95909615,METAP2,+
chr12,95910335,95942620,USP44,-
chr12,96252708,96260238,SNRPF,+
chr12,96260825,96336428,CCDC38,-
chr12,96337070,96362370,AMDHD1,+
chr12,96366439,96390143,HAL,-
chr12,96394530,96429439,LTA4H,-
chr12,96588159,96663613,ELK3,+
chr12,96672038,96794366,CDK17,-
chr12,97301000,97347469,NEDD1,+
chr12,98909350,98944157,TMPO,+
chr12,98987402,98995778,SLC25A3,+
chr12,99007181,99038829,IKBIP,-
chr12,99039077,99129211,APAF1,+
chr12,100430862,100536642,UHRF1BP1L,-
chr12,100593864,100618202,ACTR6,+
chr12,100633986,100660857,DEPDC4,-
chr12,100660917,100735502,SCYL2,+
chr12,101673904,101780397,UTP20,+
chr12,101786897,101801598,ARL1,-
chr12,102091416,102122846,CHPT1,+
chr12,102122425,102133250,SYCP3,-
chr12,102406617,102455902,WASHC3,-
chr12,102467966,102513909,NUP37,-
chr12,102513948,102591298,PARPBP,+
chr12,104166080,104234975,NT5DC3,-
chr12,104324111,104341708,HSP90B1,+
chr12,104343979,104350993,C12orf73,-
chr12,104359592,104382656,TDG,+
chr12,104382760,104457955,GLT8D2,-
chr12,104458235,104500302,HCFC2,+
chr12,104510857,104532040,NFYB,-
chr12,104680459,104744085,TXNRD1,+
chr12,105380097,105388505,C12orf45,+
chr12,105413561,105478341,ALDH1L2,-
chr12,105501491,105562912,WASHC4,+
chr12,105567074,105630008,APPL2,-
chr12,106457124,106533811,NUAK1,-
chr12,106696568,106740793,TCP11L2,+
chr12,106751435,106903976,POLR3B,+
chr12,107168333,107283094,RIC8B,+
chr12,107349499,107367815,TMEM263,+
chr12,107371068,107380944,MTERF2,-
chr12,107385141,107487635,CRY1,-
chr12,108079508,108106939,PWP1,+
chr12,108126642,108154914,PRDM4,-
chr12,108909050,108913380,FICD,+
chr12,108915990,108955165,SART3,-
chr12,108955238,108963160,ISCU,+
chr12,109038884,109124619,CORO1C,-
chr12,109185694,109221327,SSH1,-
chr12,109490374,109525831,USP30,+
chr12,109525992,109531293,ALKBH2,-
chr12,109535398,109548798,UNG,+
chr12,109715782,109747025,FOXN4,-
chr12,109886459,109915349,KCTD10,-
chr12,109915427,109974510,UBE3B,+
chr12,109991519,110011358,MMAB,-
chr12,110011499,110035075,MVK,+
chr12,110288747,110318293,GLTP,-
chr12,110338078,110355874,TCHP,+
chr12,110367596,110434194,GIT2,-
chr12,110437234,110477237,ANKRD13A,+
chr12,110562139,110656600,IFT81,+
chr12,110719031,110788898,ATP2A2,+
chr12,110810704,110841535,ANAPC7,-
chr12,110872694,110888216,ARPC3,-
chr12,110890290,110906526,GPN3,-
chr12,110906231,110928192,FAM216A,+
chr12,110929327,110939945,VPS29,-
chr12,110940004,110969891,RAD9B,+
chr12,110972236,111021064,PPTC7,-
chr12,111051831,111086935,TCTN1,+
chr12,111157612,111180783,PPP1CC,-
chr12,111798454,111806925,FAM109A,-
chr12,111872665,111889427,SH2B3,+
chr12,111890017,112037480,ATXN2,-
chr12,112079949,112123800,BRAP,-
chr12,112123856,112194911,ACAD10,+
chr12,112204690,112247789,ALDH2,+
chr12,112280031,112331228,MAPKAPK5,+
chr12,112369085,112451023,TMEM116,-
chr12,112451151,112461024,ERP29,+
chr12,112464492,112546635,NAA25,-
chr12,112563348,112591408,TRAFD1,+
chr12,112842984,112856647,RPL6,-
chr12,112856701,112947722,PTPN11,+
chr12,113594977,113623284,DDX54,-
chr12,113623330,113630173,RITA1,+
chr12,113633245,113658899,IQCD,-
chr12,113659242,113736390,TPCN1,+
chr12,113736570,113772973,SLC8B1,-
chr12,113796370,113827458,PLBD2,+
chr12,113860194,113876081,SDSL,+
chr12,114254542,114404176,RBM19,-
chr12,115108058,115121969,TBX3,-
chr12,117151124,117175875,C12orf49,-
chr12,117176095,117291436,RNFT2,+
chr12,117298224,117319232,HRK,-
chr12,117348760,117468953,FBXW8,+
chr12,117581584,117628300,FBXO21,-
chr12,118454465,118470044,RFC5,+
chr12,118470491,118499979,WSB2,-
chr12,118501397,118541810,VSIG10,-
chr12,118573688,118583393,PEBP1,+
chr12,118814357,118855840,SUDS3,+
chr12,120105760,120119429,PRKAB1,+
chr12,120123594,120315095,CIT,-
chr12,120532898,120554643,RAB35,-
chr12,120565013,120632513,GCN1,-
chr12,120634502,120639014,RPLP0,-
chr12,120740123,120751045,SIRT4,+
chr12,120875892,120878545,COX6A1,+
chr12,120881763,120884215,TRIAP1,-
chr12,120884240,120901556,GATC,+
chr12,120899470,120907558,SRSF9,-
chr12,120907659,120936298,DYNLL1,+
chr12,120941081,120966964,COQ5,-
chr12,120972131,121015397,RNF10,+
chr12,121016847,121019201,POP5,-
chr12,121088309,121105127,CABP1,+
chr12,121124926,121139667,MLEC,+
chr12,121148237,121161443,UNC119B,+
chr12,121163540,121177811,ACADS,+
chr12,121200312,121342155,SPPL3,-
chr12,121440224,121454305,C12orf43,-
chr12,121647663,121671909,P2RX4,+
chr12,121675494,121712388,CAMKK2,-
chr12,121746047,121792012,ANAPC5,-
chr12,121837885,121862155,RNF34,+
chr12,121866898,122018920,KDM2B,-
chr12,122089292,122107560,MORN3,-
chr12,122150657,122219974,TMEM120B,+
chr12,122215659,122231594,RHOF,-
chr12,122242637,122270562,SETD1B,+
chr12,122277432,122326517,HPD,-
chr12,122326636,122355771,PSMD9,+
chr12,122356462,122441833,WDR66,+
chr12,122516633,122631894,MLXIP,+
chr12,122688227,122693499,B3GNT4,+
chr12,122692208,122712081,DIABLO,-
chr12,122716093,122751068,VPS33A,-
chr12,122956145,122985620,ZCCHC8,-
chr12,122989189,123011560,RSRC2,-
chr12,123011808,123110947,KNTC1,+
chr12,123237367,123255611,DENR,+
chr12,123259055,123311927,CCDC62,+
chr12,123319261,123342447,HIP1R,+
chr12,123349874,123380712,VPS37B,-
chr12,123405497,123451056,ABCB9,-
chr12,123459249,123464588,OGFOD2,+
chr12,123640942,123717785,MPHOSPH9,-
chr12,123717843,123742506,C12orf65,+
chr12,123745516,123754781,CDK2AP1,-
chr12,123773655,123849756,SBNO1,-
chr12,123868662,123893900,KMT5A,+
chr12,123899585,123921280,RILPL2,-
chr12,123942650,123950941,SNRNP35,+
chr12,123955619,124009505,RILPL1,-
chr12,124069077,124082691,TMED2,+
chr12,124086623,124105490,DDX55,+
chr12,124105569,124118323,EIF2B1,-
chr12,124118285,124147151,GTF2H3,+
chr12,124155659,124192950,TCTN2,+
chr12,124196864,124246302,ATP6V0A2,+
chr12,124420955,124456637,CCDC92,-
chr12,124457761,124499986,ZNF664,+
chr12,125262173,125348519,SCARB1,-
chr12,125396190,125399587,UBC,-
chr12,125431369,125473667,DHX37,-
chr12,125549912,125627879,AACS,+
chr12,129277738,129308541,SLC15A4,-
chr12,131356538,131362223,RAN,+
chr12,132195631,132284283,SFSWAP,+
chr12,132379278,132407707,ULK1,+
chr12,132413744,132428406,PUS1,+
chr12,132621138,132628880,DDX51,-
chr12,132628971,132637018,NOC4L,+
chr12,133200347,133264110,POLE,-
chr12,133264191,133281577,PXMP2,+
chr12,133287392,133299323,PGAM5,+
chr12,133345494,133405288,GOLGA3,-
chr12,133416937,133464204,CHFR,-
chr12,133656788,133684260,ZNF140,+
chr12,133696554,133707059,ZNF891,-
chr12,133707213,133736051,ZNF10,+
chr12,133757994,133783698,ZNF268,+
chr13,20207787,20247599,MPHOSPH8,+
chr13,20277006,20357159,PSPC1,-
chr13,20397623,20437776,ZMYM5,-
chr13,20532809,20665984,ZMYM2,+
chr13,21303069,21348097,EEF1AKMT1,-
chr13,21351467,21476913,XPO4,-
chr13,21714652,21723224,SAP18,+
chr13,21727733,21750741,SKA3,-
chr13,21750371,21753223,MRPL57,+
chr13,23902961,24007867,SACS,-
chr13,24995068,25086948,PARP4,-
chr13,25456411,25497027,CENPJ,-
chr13,25875665,25916561,NUP58,+
chr13,26786904,26796508,RNF6,-
chr13,27825691,27830705,RPL21,+
chr13,27844463,27847827,RASL11A,+
chr13,27998680,28009846,GTF3A,+
chr13,28009775,28024739,MTIF3,-
chr13,28120049,28194720,LNX2,-
chr13,28194879,28241559,POLR1D,+
chr13,28494167,28500451,PDX1,+
chr13,28536204,28543505,CDX2,-
chr13,28712642,28869475,PAN3,+
chr13,29233140,29253094,POMP,+
chr13,30338544,30424820,UBL3,-
chr13,30776766,30881624,KATNAL1,-
chr13,31032052,31191734,HMGB1,-
chr13,31191815,31234907,USPL1,+
chr13,31709110,31736525,HSPH1,-
chr13,32889616,32973809,BRCA2,+
chr13,32974859,33002315,N4BP2L1,-
chr13,33006624,33113022,N4BP2L2,-
chr13,33160563,33352158,PDS5B,+
chr13,34392205,34540695,RFC3,+
chr13,36047925,36050832,MAB21L1,-
chr13,36875774,36920934,SPG20,-
chr13,37393338,37403740,RFXAP,+
chr13,37523906,37573504,ALG5,-
chr13,37574677,37583751,EXOSC8,+
chr13,37583448,37633850,SUPT20H,-
chr13,38923907,38937144,UFM1,+
chr13,39584001,39612213,PROSER1,-
chr13,39612447,39624246,NHLRC3,+
chr13,40229763,40365802,COG6,+
chr13,41129800,41240734,FOXO1,-
chr13,41303431,41345347,MRPS31,-
chr13,41363546,41386596,SLC25A15,+
chr13,41635392,41658148,WBP4,+
chr13,41701708,41706936,KBTBD6,-
chr13,41765526,41768711,KBTBD7,-
chr13,41790515,41837713,MTRF1,-
chr13,41885340,41951166,NAA16,+
chr13,42140960,42535221,VWA8,-
chr13,42614171,42817033,DGKH,+
chr13,42846288,42897403,AKAP11,+
chr13,44410487,44453826,CCDC122,-
chr13,45006278,45150701,TSC22D1,-
chr13,45513383,45563613,NUFIP1,-
chr13,45563664,45607743,GPALPP1,+
chr13,45694630,45858240,GTF2F2,+
chr13,45907605,45915419,TPT1,-
chr13,45967450,45992590,SLC25A30,-
chr13,46039029,46110833,COG3,+
chr13,46528599,46626913,ZC3H13,-
chr13,47127295,47327176,LRCH1,+
chr13,47345390,47371367,ESD,-
chr13,48516790,48575462,SUCLA2,-
chr13,48611702,48621364,NUDT15,+
chr13,48649863,48669277,MED4,-
chr13,48807273,48836232,ITM2B,+
chr13,48877882,49056026,RB1,+
chr13,48985180,49018840,LPAR6,-
chr13,49550047,49783915,FNDC3A,+
chr13,49822046,49867622,CDADC1,+
chr13,50018428,50103128,SETDB2-PHF11,+
chr13,50018428,50069139,SETDB2,+
chr13,50069745,50103128,PHF11,+
chr13,50106081,50159719,RCBTB1,-
chr13,50234811,50265623,EBPL,-
chr13,50273442,50367057,KPNA3,-
chr13,50486837,50510637,SPRYD7,-
chr13,50571142,50592603,TRIM13,+
chr13,50589389,50595058,KCNRG,+
chr13,51483813,51544596,RNASEH2B,+
chr13,51935700,52027275,INTS6,-
chr13,52158483,52336171,WDFY2,+
chr13,52342128,52378298,DHRS12,-
chr13,52506804,52585630,ATP7B,-
chr13,52586522,52603780,ALG11,+
chr13,52598826,52607736,UTP14C,+
chr13,52706778,52733996,NEK3,-
chr13,52951301,52980629,THSD1,-
chr13,52986736,53024813,VPS36,-
chr13,53029494,53050766,CKAP2,+
chr13,53191604,53217919,HNRNPA1L2,+
chr13,53226825,53262489,SUGT1,+
chr13,60239716,60738119,DIAPH3,-
chr13,60970590,61148013,TDRD3,+
chr13,61983817,61989655,PCDH20,-
chr13,66876965,67804468,PCDH9,-
chr13,72012097,72441330,DACH1,-
chr13,73282494,73301938,MZT1,-
chr13,73301886,73330336,BORA,+
chr13,73329539,73356266,DIS3,-
chr13,73356229,73590592,PIBF1,+
chr13,73632929,73651680,KLF5,+
chr13,74260148,74708066,KLF12,-
chr13,75858799,76056304,TBC1D4,-
chr13,76099354,76123575,COMMD6,-
chr13,76123615,76180156,UCHL3,+
chr13,76194569,76434006,LMO7,+
chr13,77454303,77460540,KCTD12,-
chr13,77566058,77576652,CLN5,+
chr13,77579388,77601331,FBXL3,-
chr13,77618791,77901177,MYCBP2,-
chr13,78273015,78338377,SLAIN1,+
chr13,78469615,78493903,EDNRB,-
chr13,79173226,79177695,POU4F1,-
chr13,79188420,79233314,RNF219,-
chr13,79893002,79980356,RBM26,-
chr13,80055258,80130212,NDFIP2,+
chr13,80910110,80915250,SPRY2,-
chr13,84451339,84456528,SLITRK1,-
chr13,88324869,88331871,SLITRK5,+
chr13,92050872,93519490,GPC5,+
chr13,93879060,95060274,GPC6,+
chr13,95089557,95201667,DCT,-
chr13,95226307,95248529,TGDS,-
chr13,95254103,95286899,GPR180,+
chr13,95361875,95364797,SOX21,-
chr13,96230455,96296960,DZIP1,-
chr13,96329392,96447243,DNAJC3,+
chr13,96453833,96705736,UGGT2,-
chr13,97874542,98046374,MBNL2,+
chr13,98086474,98120252,RAP2A,+
chr13,99102452,99174379,STK24,-
chr13,99852678,100038753,UBAC2,+
chr13,99906966,99910682,GPR18,-
chr13,99946788,99959749,GPR183,-
chr13,100153627,100216302,TM9SF2,+
chr13,100615274,100624178,ZIC5,-
chr13,100634025,100639019,ZIC2,+
chr13,100741268,101182691,PCCA,+
chr13,101256089,101327189,TMTC4,-
chr13,103249285,103332308,TPP2,+
chr13,103418237,103426171,TEX30,-
chr13,103451398,103493888,BIVM,+
chr13,103498190,103528351,ERCC5,+
chr13,107142078,107187388,EFNB2,-
chr13,107195661,107220514,ARGLU1,-
chr13,110406183,110438914,IRS2,-
chr13,111108743,111115634,COL4A2-AS2,-
chr13,111267806,111292343,NAXD,+
chr13,111293756,111358527,CARS2,-
chr13,111364969,111373421,ING1,+
chr13,111530886,111567454,ANKRD10,-
chr13,111805993,111958081,ARHGEF7,+
chr13,113139318,113242499,TUBGCP3,-
chr13,113831852,113863234,PCID2,-
chr13,113862506,113919392,CUL4A,+
chr13,114076254,114107839,ADPRHL1,-
chr13,114145307,114204544,TMCO3,+
chr13,115000319,115038198,CDC16,+
chr13,115047058,115071292,UPF3A,+
chr13,115079809,115092803,CHAMP1,+
chr14,20757289,20774153,TTC5,-
chr14,20779526,20801471,CCNB1IP1,-
chr14,20811772,20826063,PARP2,+
chr14,20833825,20881579,TEP1,-
chr14,20915206,20923267,OSGEP,-
chr14,20923289,20925931,APEX1,+
chr14,20937537,20946165,PNP,+
chr14,21152335,21162345,ANG,+
chr14,21152371,21168761,RNASE4,+
chr14,21457964,21465194,METTL17,+
chr14,21484921,21493264,NDRG2,-
chr14,21558204,21572863,ZNF219,-
chr14,21567095,21571883,TMEM253,+
chr14,21677294,21737638,HNRNPC,-
chr14,21819630,21852425,SUPT16H,-
chr14,21853352,21905457,CHD8,-
chr14,21927178,21945132,RAB2B,-
chr14,21945334,21967321,TOX4,+
chr14,21966274,21979517,METTL3,-
chr14,21989230,21994542,SALL2,-
chr14,23033806,23058143,DAD1,-
chr14,23067146,23081265,ABHD4,+
chr14,23235730,23240998,OXA1L,+
chr14,23299091,23304246,MRPL52,+
chr14,23305741,23316809,MMP14,+
chr14,23340925,23350922,LRP10,+
chr14,23352431,23356889,REM2,+
chr14,23369853,23388396,RBM23,-
chr14,23389719,23398794,PRMT5,-
chr14,23415436,23426351,HAUS4,-
chr14,23440382,23451851,AJUBA,-
chr14,23456109,23479410,C14orf93,-
chr14,23495059,23504429,PSMB5,-
chr14,23516269,23526747,CDH24,-
chr14,23527772,23564823,ACIN1,-
chr14,23564682,23569665,C14orf119,+
chr14,23742843,23755309,HOMEZ,-
chr14,23765129,23772057,PPP1R3E,-
chr14,23775970,23795394,BCL2L2-PABPN1,+
chr14,23775970,23780968,BCL2L2,+
chr14,23789396,23795394,PABPN1,+
chr14,23815519,23822121,SLC22A17,-
chr14,23938897,23947402,NGDN,+
chr14,23990063,24020858,ZFHX2,-
chr14,24025190,24028790,THTPA,+
chr14,24028771,24037045,AP1G2,-
chr14,24422943,24438488,DHRS4,+
chr14,24439082,24475617,DHRS4L2,+
chr14,24476217,24520586,DHRS4L1,+
chr14,24521205,24538937,CARMIL3,+
chr14,24563339,24573341,PCK2,+
chr14,24583905,24594451,DCAF11,+
chr14,24605366,24608176,PSME1,+
chr14,24612573,24615855,PSME2,-
chr14,24616083,24629870,RNF31,+
chr14,24630421,24635774,IRF9,+
chr14,24641233,24649463,REC8,+
chr14,24649424,24658124,IPO4,-
chr14,24658348,24664942,TM9SF1,-
chr14,24674856,24677454,TSSK4,+
chr14,24678786,24683036,CHMP4A,-
chr14,24683142,24701591,NEDD8-MDP1,-
chr14,24683142,24685276,MDP1,-
chr14,24686056,24701576,NEDD8,-
chr14,24701627,24708448,GMPR2,+
chr14,24708848,24711880,TINF2,-
chr14,24718319,24732416,TGM1,-
chr14,24734743,24740833,RABGGTA,-
chr14,24759803,24769039,DHRS1,-
chr14,24769059,24778332,NOP9,+
chr14,24774398,24780583,CIDEB,-
chr14,24780704,24787242,LTB4R,+
chr14,24836116,24848810,NFATC4,+
chr14,24898491,24910548,KHNYN,+
chr14,24908971,24912111,SDR39U1,-
chr14,29236277,29239483,FOXG1,+
chr14,31028328,31089270,G2E3,+
chr14,31091459,31205034,SCFD1,+
chr14,31343740,31359822,COCH,+
chr14,31363004,31495607,STRN3,-
chr14,31494311,31565656,AP4S1,+
chr14,31569320,31676729,HECTD1,-
chr14,31760993,31889788,HEATR5A,-
chr14,31915241,31926680,DTD2,-
chr14,32030590,32330430,NUBPL,+
chr14,32546494,32628934,ARHGAP5,+
chr14,34902143,34931468,SPTSSA,-
chr14,34985134,35008943,EAPP,-
chr14,35030298,35099389,SNX6,-
chr14,35179587,35184029,CFL2,-
chr14,35221936,35344853,BAZ1A,-
chr14,35452103,35498773,SRP54,+
chr14,35515458,35552589,FAM177A1,+
chr14,35554672,35591749,PPP2R3C,-
chr14,35591526,35743284,KIAA0391,+
chr14,35747763,35786685,PSMA6,+
chr14,35870715,35873960,NFKBIA,-
chr14,36003247,36006260,INSM2,+
chr14,36007557,36278529,RALGAPA1,-
chr14,36295596,36341169,BRMS1L,+
chr14,36767763,36789882,MBIP,-
chr14,37667117,38020464,MIPOL1,+
chr14,39501122,39572732,SEC23A,-
chr14,39583487,39606177,GEMIN2,+
chr14,39617014,39639634,TRAPPC6B,-
chr14,39644386,39652422,PNN,+
chr14,39735501,39820397,MIA2,+
chr14,39865576,39901704,FBXO33,-
chr14,45366506,45376460,C14orf28,+
chr14,45393512,45431179,KLHL28,-
chr14,45431392,45543634,FAM179B,+
chr14,45553301,45584804,PRPF39,+
chr14,45584801,45603732,FKBP3,-
chr14,45605141,45670093,FANCM,+
chr14,45672392,45722605,MIS18BP1,-
chr14,50043389,50053134,RPS29,-
chr14,50065414,50081390,LRR1,+
chr14,50087488,50090199,MGAT2,+
chr14,50091891,50101948,DNAAF2,-
chr14,50110269,50155098,POLE2,-
chr14,50234786,50249856,KLHDC2,+
chr14,50250238,50319921,NEMF,-
chr14,50359735,50363772,ARF6,+
chr14,50575349,50583297,VCPKMT,-
chr14,50583836,50698411,SOS2,-
chr14,50709151,50778947,L2HGDH,-
chr14,50779046,50792960,ATP5S,+
chr14,50798643,50864122,CDKL1,-
chr14,50885210,50999376,MAP4K5,-
chr14,50999799,51099786,ATL1,+
chr14,51100297,51135071,SAV1,-
chr14,51371934,51411248,PYGL,-
chr14,51441978,51562422,TRIM9,-
chr14,51706885,51724373,TMX1,+
chr14,52118575,52197445,FRMD6,+
chr14,52456227,52471420,C14orf166,+
chr14,52471519,52535946,NID2,-
chr14,52897307,53019301,TXNDC16,-
chr14,53019865,53104431,GPR137C,+
chr14,53173895,53194716,PSMC6,+
chr14,53196882,53241707,STYX,+
chr14,53241910,53258386,GNPNAT1,-
chr14,53503457,53620046,DDHD1,-
chr14,54416453,54423609,BMP4,-
chr14,54863585,54886936,CDKN3,+
chr14,54893646,54908148,CNIH1,-
chr14,54941208,54955744,GMFB,-
chr14,54976586,55005334,CGRRF1,+
chr14,55308722,55369542,GCH1,-
chr14,55405655,55493819,WDHD1,-
chr14,55493843,55516207,SOCS4,+
chr14,55518361,55536912,MAPK1IP1L,+
chr14,55614833,55658396,DLGAP5,-
chr14,55738020,55820329,FBXO34,+
chr14,55833108,55878576,ATG14,-
chr14,56046924,56151302,KTN1,+
chr14,57046510,57116233,TMEM260,+
chr14,57669193,57735617,EXOC5,-
chr14,57735605,57756797,AP5M1,+
chr14,57857270,57879466,NAA30,+
chr14,58666832,58702354,ACTR10,+
chr14,58711522,58738727,PSMA3,+
chr14,58765221,58840451,ARID4A,+
chr14,58862643,58875419,TOMM20L,+
chr14,58875211,58894332,TIMM9,-
chr14,58894102,59015549,KIAA0586,+
chr14,59655380,59838123,DAAM1,+
chr14,59939405,59951073,L3HYPDH,-
chr14,59951160,59972125,JKAMP,+
chr14,60558628,60601532,PCNX4,+
chr14,60610837,60636582,DHRS7,-
chr14,60712469,60765805,PPM1A,+
chr14,61111416,61116155,SIX1,-
chr14,61176255,61190852,SIX4,-
chr14,61201458,61435398,MNAT1,+
chr14,61438158,61447797,TRMT5,-
chr14,61447831,61550451,SLC38A6,+
chr14,62162118,62214977,HIF1A,+
chr14,62229074,62263146,SNAPC1,+
chr14,63840609,64010079,PPP2R5E,-
chr14,64063756,64108641,WDR89,-
chr14,64150933,64194813,SGPP1,-
chr14,64693429,64805268,ESR2,-
chr14,64854758,64926725,MTHFD1,+
chr14,64915823,64971931,ZBTB25,-
chr14,64932216,64941221,AKAP5,+
chr14,64971291,65000408,ZBTB1,+
chr14,65007185,65009955,HSPA2,+
chr14,65171125,65211064,PLEKHG3,+
chr14,65381078,65529373,CHURC1-FNTB,+
chr14,65381078,65402086,CHURC1,+
chr14,65405869,65409623,GPX2,-
chr14,65453506,65529370,FNTB,+
chr14,65472818,65569262,MAX,-
chr14,66974124,67648525,GPHN,+
chr14,67708011,67802778,MPP5,+
chr14,67804580,67826720,ATP6V1D,-
chr14,67827033,67853233,EIF2S1,+
chr14,68000007,68056255,PLEKHH1,+
chr14,68056022,68067017,PIGH,-
chr14,68086578,68118437,ARG2,+
chr14,68117865,68141602,VTI1B,-
chr14,68143516,68162510,RDH11,-
chr14,68213236,68283306,ZFYVE26,-
chr14,68286495,69149835,RAD51B,+
chr14,69254371,69262960,ZFP36L1,-
chr14,69340839,69446083,ACTN1,-
chr14,69517636,69619914,DCAF5,-
chr14,69658193,69710737,EXD2,+
chr14,69726680,69821190,GALNT16,+
chr14,69846839,69865021,ERH,-
chr14,69865095,69929107,SLC39A9,+
chr14,70233803,70238722,SRSF5,+
chr14,70346113,70499083,SMOC1,+
chr14,70791797,70883807,SYNJ2BP-COX16,-
chr14,70791797,70826448,COX16,-
chr14,70833212,70883807,SYNJ2BP,-
chr14,71049937,71067407,MED6,-
chr14,71374121,71582099,PCNX1,+
chr14,73393039,73426357,DCAF4,+
chr14,73436152,73493920,ZFYVE1,-
chr14,73525220,73588076,RBM25,+
chr14,73603142,73690399,PSEN1,+
chr14,73741917,73925286,NUMB,-
chr14,74035762,74042362,ACOT2,+
chr14,74111577,74170431,DNAL1,+
chr14,74178485,74181128,PNMA1,-
chr14,74181824,74253961,ELMSAN1,-
chr14,74318533,74352168,PTGR2,+
chr14,74353317,74398991,ZNF410,+
chr14,74399694,74417117,FAM161B,-
chr14,74416636,74429815,COQ6,+
chr14,74424618,74486035,ENTPD5,-
chr14,74486058,74532795,BBOF1,+
chr14,74524364,74551196,ALDH6A1,-
chr14,74551655,74667117,LIN52,+
chr14,74751979,74769767,ABCD4,-
chr14,74964885,75079034,LTBP2,-
chr14,75127954,75179807,AREL1,-
chr14,75179849,75203394,FCF1,+
chr14,75230068,75304013,YLPM1,+
chr14,75319735,75330537,PROX2,-
chr14,75348593,75370450,DLST,+
chr14,75370656,75389145,RPS6KL1,-
chr14,75408532,75422467,PGF,-
chr14,75469611,75476294,EIF2B2,+
chr14,75480466,75518235,MLH3,-
chr14,75519923,75536186,ACYP1,-
chr14,75536279,75546690,ZC2HC1C,+
chr14,75548081,75593783,NEK9,-
chr14,75598170,75643349,TMED10,-
chr14,75745480,75748937,FOS,+
chr14,75894508,75939404,JDP2,+
chr14,76117232,76127538,C14orf1,-
chr14,76127550,76421425,TTLL5,+
chr14,76424403,76449354,TGFB3,-
chr14,76452095,76550092,IFT43,+
chr14,76618227,76679146,GPATCH2L,+
chr14,77253585,77279283,ANGEL1,-
chr14,77490885,77495042,IRF2BPL,-
chr14,77564577,77583630,CIPC,+
chr14,77597612,77608134,ZDHHC22,-
chr14,77741298,77787225,POMT2,-
chr14,77787229,77797940,GSTZ1,+
chr14,77801363,77843452,TMED8,-
chr14,77843761,77857587,SAMD15,+
chr14,77860363,77889399,NOXRED1,-
chr14,77893017,77923983,VIPAS39,-
chr14,77924219,77935815,AHSA1,+
chr14,77972339,78083110,SPTLC2,-
chr14,78138748,78174356,ALKBH1,-
chr14,78174413,78183941,SLIRP,+
chr14,78183941,78227497,SNW1,-
chr14,78227172,78236085,C14orf178,+
chr14,78266425,78400297,ADCK1,+
chr14,81641795,81687575,GTF2A1,-
chr14,81937890,82000205,SEL1L,-
chr14,88851987,88904804,SPATA7,+
chr14,89029252,89079853,ZC3H14,+
chr14,89290496,89344340,TTC8,+
chr14,90389620,90421121,EFCAB11,-
chr14,90422245,90511108,TDP1,+
chr14,90722893,90738966,PSMC1,+
chr14,90744397,90798481,NRDE2,-
chr14,90863326,90874619,CALM1,+
chr14,91334465,91526993,RPS6KA5,-
chr14,91580356,91691740,C14orf159,+
chr14,91923824,91976824,PPP4R3A,-
chr14,92432334,92506403,TRIP11,-
chr14,92524895,92572965,ATXN3,-
chr14,92582466,92588153,NDUFB1,-
chr14,92588297,92630543,CPSF2,+
chr14,92980124,93155339,RIN3,+
chr14,93170151,93215047,LGMN,-
chr14,93260575,93306308,GOLGA5,+
chr14,93648540,93651249,MOAP1,-
chr14,93651295,93653431,TMEM251,+
chr14,93669236,93673459,GON7,-
chr14,93673400,93695561,UBR7,+
chr14,93703895,93799438,BTBD7,-
chr14,94492723,94515276,OTUB2,+
chr14,94517267,94547558,DDX24,-
chr14,94547638,94569060,IFI27L1,+
chr14,94577078,94583036,IFI27,+
chr14,94749649,94759608,SERPINA10,-
chr14,95552564,95624347,DICER1,-
chr14,96001322,96011055,GLRX5,+
chr14,96505660,96560308,C14orf132,+
chr14,96745538,96829738,ATG2B,-
chr14,96829788,96853627,GSKIP,+
chr14,96968712,97033453,PAPOLA,+
chr14,97263683,97347951,VRK1,+
chr14,99635623,99738050,BCL11B,-
chr14,99947738,99977852,CCNK,+
chr14,100070833,100136675,HHIPL1,+
chr14,100705101,100745371,YY1,+
chr14,100800124,100842680,WARS,-
chr14,100842754,100996640,WDR25,+
