chr,start,end,gene_symbol,strand
chr11,18252901,18258384,SAA4,-
chr11,18259779,18270221,SAA2,-
chr11,18720281,18726332,TMEM86A,+
chr11,18749474,18814268,PTPN5,-
chr11,19076001,19082228,MRGPRX2,-
chr11,19203576,19232118,CSRP3,-
chr11,19372270,20143147,NAV2,+
chr11,20177759,20181870,DBX1,-
chr11,20620945,20676610,SLC6A5,+
chr11,20691096,21597232,NELL1,+
chr11,22359666,22401049,SLC17A6,+
chr11,22644078,22647387,FANCF,-
chr11,22688159,22834547,GAS2,+
chr11,22868467,22881972,CCDC179,-
chr11,24518515,25104186,LUZP2,+
chr11,26210669,26684836,ANO3,+
chr11,26580578,26593815,MUC15,-
chr11,26688565,26743574,SLC5A12,-
chr11,27062508,27149354,BBOX1,+
chr11,27676439,27743605,BDNF,-
chr11,30031287,30038577,KCNA4,-
chr11,30252562,30256824,FSHB,+
chr11,30431617,30602040,MPPED2,-
chr11,30885149,31014233,DCDC5,-
chr11,33563876,33695648,KIAA1549L,+
chr11,33880121,33913836,LMO2,-
chr11,34500341,34535347,ELF5,-
chr11,34642587,34684835,EHF,+
chr11,35160416,35253949,CD44,+
chr11,35272751,35441610,SLC1A2,-
chr11,35453373,35551848,PAMR1,-
chr11,35965530,36253686,LDLRAD3,+
chr11,36317724,36486754,PRR5L,+
chr11,36589562,36601312,RAG1,+
chr11,40135748,41481186,LRRC4C,-
chr11,44069530,44081527,ACCSL,+
chr11,44785975,44953978,TSPAN18,+
chr11,45261852,45307884,SYT13,-
chr11,45669238,45687206,CHST1,-
chr11,47352956,47374253,MYBPC3,-
chr11,48002109,48192394,PTPRJ,+
chr11,49053151,49059529,TRIM49B,+
chr11,49075265,49080664,TRIM64C,-
chr11,49168186,49230222,FOLH1,-
chr11,55029657,55038595,TRIM48,+
chr11,55650772,55659286,TRIM51,+
chr11,56949220,56959188,LRRC55,+
chr11,57001050,57004927,APLNR,-
chr11,57105840,57137549,P2RX3,+
chr11,57144241,57148623,PRG3,-
chr11,57154259,57158130,PRG2,-
chr11,57174426,57194621,SLC43A3,-
chr11,57310113,57317747,SMTNL1,+
chr11,57319127,57335803,UBE2L6,-
chr11,57365026,57382326,SERPING1,+
chr11,57412559,57417417,YPEL4,-
chr11,57791352,57949059,OR9Q1,+
chr11,58476229,58499447,GLYAT,-
chr11,58601537,58611997,GLYATL2,-
chr11,58695101,58724547,GLYATL1,+
chr11,58874657,58894888,FAM111B,+
chr11,58910218,58922512,FAM111A,+
chr11,58938902,58976060,DTX4,+
chr11,58975982,58980494,MPEG1,-
chr11,59596745,59612974,GIF,-
chr11,59620280,59634041,TCN1,-
chr11,59807747,59815517,OOSP2,+
chr11,59824100,59838588,MS4A3,+
chr11,59856136,59865940,MS4A2,+
chr11,59939079,59952139,MS4A6A,-
chr11,60048013,60076445,MS4A4A,+
chr11,60102354,60108441,MS4A6E,+
chr11,60145957,60163427,MS4A7,+
chr11,60163486,60185229,MS4A14,+
chr11,60197061,60215265,MS4A5,+
chr11,60223281,60238225,MS4A1,+
chr11,60260250,60274903,MS4A12,+
chr11,60282885,60310194,MS4A13,+
chr11,60467046,60483284,MS4A8,+
chr11,60491481,60511686,MS4A18,+
chr11,60524339,60544204,MS4A15,+
chr11,60552820,60568778,MS4A10,+
chr11,60739112,60787849,CD6,+
chr11,61008647,61018916,PGA5,+
chr11,61276271,61278490,LRRC10B,+
chr11,61281187,61348344,SYT7,-
chr11,61957709,61961009,SCGB1D1,+
chr11,61976139,61981411,SCGB2A1,+
chr11,62009723,62012280,SCGB1D2,+
chr11,62037626,62040632,SCGB2A2,+
chr11,62186506,62190678,SCGB1A1,+
chr11,62676150,62689012,CHRM1,-
chr11,62744068,62752495,SLC22A6,-
chr11,62760295,62783317,SLC22A8,-
chr11,62847411,62911693,SLC22A24,-
chr11,62931295,62997124,SLC22A25,-
chr11,63057429,63079246,SLC22A10,+
chr11,63137260,63177731,SLC22A9,+
chr11,63228875,63258680,HRASLS5,-
chr11,63273523,63284246,LGALS12,+
chr11,63304272,63313930,RARRES3,+
chr11,63320241,63330855,HRASLS2,-
chr11,64358281,64369825,SLC22A12,+
chr11,64373645,64490660,NRXN2,-
chr11,65554504,65564690,OVOL1,+
chr11,65686727,65689048,DRAP1,+
chr11,65784222,65793988,CATSPER1,-
chr11,65808235,65816651,GAL3ST3,-
chr11,66824288,66839488,RHOD,+
chr11,67286417,67290899,CABP2,-
chr11,67410025,67418130,ACY3,-
chr11,67429632,67448685,ALDH3B2,-
chr11,68474907,68518988,TESMIN,-
chr11,68771861,68780850,MRGPRF,-
chr11,69061604,69064754,MYEOV,+
chr11,69240438,69244389,LOC102724265,+
chr11,69513005,69519106,FGF19,-
chr11,69587796,69590171,FGF4,-
chr11,69624735,69634192,FGF3,-
chr11,69924407,70035651,ANO1,+
chr11,70313960,70935842,SHANK2,-
chr11,71525090,71532593,ZNF705E,-
chr11,71544245,71548608,DEFB108B,+
chr11,71589498,71595607,LOC100129216,+
chr11,71846755,71850936,FOLR3,+
chr11,71900601,71907367,FOLR1,+
chr11,71927818,71932994,FOLR2,+
chr11,71950120,71955220,PHOX2A,-
chr11,72287183,72380108,PDE2A,-
chr11,72929501,72953472,P2RY2,+
chr11,72975549,73009670,P2RY6,+
chr11,73977693,74022721,P4HA3,-
chr11,74165885,74178600,KCNE3,-
chr11,74407472,74442430,CHRDL2,-
chr11,74862031,74917445,SLCO2B1,+
chr11,74951949,74954749,TPBGL,+
chr11,75297962,75379479,MAP6,-
chr11,75428863,75444003,MOGAT2,+
chr11,76368567,76381791,LRRC32,-
chr11,76745384,76753020,B3GNT6,+
chr11,76839309,76926286,MYO7A,+
chr11,76927602,76998463,GDPD4,-
chr11,77726760,77757237,KCTD14,-
chr11,77926335,78128868,GAB2,-
chr11,82684174,82745611,RAB30,-
chr11,83166054,85338314,DLG2,-
chr11,85405263,85522202,SYTL2,-
chr11,86085777,86134151,CCDC81,+
chr11,86152149,86383678,ME3,-
chr11,87846414,87908635,RAB38,-
chr11,88237743,88796846,GRM5,-
chr11,88911039,89028927,TYR,+
chr11,89057520,89322779,NOX4,-
chr11,89392464,89431886,FOLH1B,+
chr11,89443466,89451040,TRIM77,+
chr11,89530822,89541743,TRIM49,-
chr11,89603605,89609185,TRIM64B,-
chr11,89644639,89650878,TRIM49D1,-
chr11,89657231,89666231,TRIM49D2,+
chr11,89701671,89707240,TRIM64,+
chr11,89764273,89775193,TRIM49C,+
chr11,92085261,92629636,FAT3,+
chr11,92702788,92715948,MTNR1B,+
chr11,93063882,93171636,DEUP1,+
chr11,93553734,93583668,VSTM5,-
chr11,93754377,93847374,HEPHL1,+
chr11,94038802,94040858,IZUMO1R,+
chr11,94300473,94354587,PIWIL4,+
chr11,94758421,94760760,KDM4E,+
chr11,95709756,96076344,MAML2,-
chr11,98891705,100229616,CNTN5,+
chr11,100558406,100861656,ARHGAP42,+
chr11,100900354,101000544,PGR,-
chr11,101322294,101454659,TRPC6,-
chr11,101761404,101787253,ANGPTL5,-
chr11,101918168,101955291,C11orf70,+
chr11,102188180,102210134,BIRC3,+
chr11,102391238,102401484,MMP7,-
chr11,102447565,102496063,MMP20,-
chr11,102562414,102576468,MMP27,-
chr11,102582525,102595685,MMP8,-
chr11,102641232,102651359,MMP10,-
chr11,102660640,102668966,MMP1,-
chr11,102706527,102714420,MMP3,-
chr11,102733459,102745764,MMP12,-
chr11,102813720,102826463,MMP13,-
chr11,103777913,104035027,PDGFD,-
chr11,103907307,103909922,DDI1,+
chr11,104813593,104839325,CASP4,-
chr11,104864966,104893895,CASP5,-
chr11,104896234,104905884,CASP1,-
chr11,104912052,104916051,CARD16,-
chr11,104963195,104972158,CARD17,-
chr11,105008447,105010461,CARD18,-
chr11,105480799,105852819,GRIA4,+
chr11,106544737,106889171,GUCY1A2,-
chr11,107578100,107582787,SLN,-
chr11,109292845,109299893,C11orf87,+
chr11,110447758,110583912,ARHGAP20,-
chr11,111126706,111157131,C11orf53,+
chr11,111164113,111175773,COLCA1,-
chr11,111169270,111179460,COLCA2,+
chr11,111222979,111250157,POU2AF1,-
chr11,111338254,111383079,BTG4,-
chr11,111385509,111407756,C11orf88,+
chr11,111779343,111783937,CRYAB,-
chr11,111789600,111797595,C11orf52,+
chr11,112013973,112034840,IL18,-
chr11,112038094,112043279,TEX12,+
chr11,112046207,112089652,BCO2,+
chr11,113280316,113346001,DRD2,-
chr11,113775517,113817283,HTR3B,+
chr11,113848221,113861035,HTR3A,+
chr11,114166534,114183238,NNMT,+
chr11,114392436,114430617,NXPE1,-
chr11,114441312,114466484,NXPE4,-
chr11,114549199,114577652,NXPE2,+
chr11,116691417,116694011,APOA4,-
chr11,116700623,116703787,APOC3,+
chr11,117298487,117667976,DSCAML1,-
chr11,117690789,117698807,FXYD2,-
chr11,117707690,117748201,FXYD6,-
chr11,117771355,117800168,TMPRSS13,-
chr11,117947726,117990558,TMPRSS4,+
chr11,118004091,118023630,SCN4B,-
chr11,118033518,118047337,SCN2B,-
chr11,118064441,118095809,JAML,-
chr11,118124130,118135251,MPZL2,-
chr11,118175294,118186890,CD3E,+
chr11,118209788,118213459,CD3D,-
chr11,118215058,118224497,CD3G,+
chr11,118754474,118766980,CXCR5,+
chr11,118827007,118829269,UPK2,+
chr11,119060962,119066584,CCDC153,-
chr11,119288650,119294838,THY1,-
chr11,119981993,120008863,TRIM29,-
chr11,120110902,120190653,POU2F3,+
chr11,120382454,120859514,GRIK4,+
chr11,120973374,121061515,TECTA,+
chr11,122709205,122743347,CRTAM,+
chr11,122753235,122830430,C11orf63,+
chr11,122848356,122852379,BSX,-
chr11,122942713,123066013,CLMP,-
chr11,123380586,123498479,GRAMD1B,+
chr11,123753632,123756349,TMEM225,-
chr11,124481452,124490252,PANX3,+
chr11,124789144,124806308,HEPACAM,-
chr11,125315640,125366206,FEZ1,-
chr11,125365109,125369422,LOC403312,+
chr11,125616187,125619743,PATE1,+
chr11,125646024,125648714,PATE2,-
chr11,125658005,125661495,PATE3,+
chr11,125703210,125709967,PATE4,+
chr11,125774260,125793005,DDX25,+
chr11,126293395,126870766,KIRREL3,-
chr11,128328655,128457453,ETS1,-
chr11,128556429,128683162,FLI1,+
chr11,128707908,128737268,KCNJ1,-
chr11,128761312,128787964,KCNJ5,+
chr11,128804626,128813294,TP53AIP1,-
chr11,129245880,129322174,BARX2,+
chr11,130029681,130080257,ST14,+
chr11,130274817,130298888,ADAMTS8,-
chr11,130542850,130587247,C11orf44,+
chr11,130745765,130786382,SNX19,-
chr11,131240370,132206716,NTM,+
chr11,132284558,133402507,OPCML,-
chr11,133710516,133715433,SPATA19,-
chr12,176048,287626,IQSEC3,+
chr12,299242,323371,SLC6A12,-
chr12,1726221,1756377,WNT5B,+
chr12,1901122,2027870,CACNA2D4,-
chr12,1929432,1945918,LRTM2,+
chr12,3490514,3703139,PRMT8,+
chr12,4477392,4488894,FGF23,-
chr12,4543307,4554780,FGF6,-
chr12,4699237,4723054,DYRK4,+
chr12,4829751,4881892,GALNT8,+
chr12,4918341,4960278,KCNA6,+
chr12,5019072,5027422,KCNA1,+
chr12,5153084,5155954,KCNA5,+
chr12,5541279,5604465,NTF3,+
chr12,5671816,6055398,ANO2,-
chr12,6058039,6233841,VWF,-
chr12,6456008,6486523,SCNN1A,-
chr12,6484533,6500737,LTBR,+
chr12,6728000,6745297,LPAR5,-
chr12,7167964,7178336,C1S,+
chr12,7187512,7245043,C1R,-
chr12,7247145,7261874,C1RL,-
chr12,7276276,7281487,RBP5,-
chr12,7456927,7480969,ACSM4,+
chr12,7507555,7596781,CD163L1,-
chr12,7623411,7656414,CD163,-
chr12,7801995,7823195,APOBEC1,-
chr12,7842377,7848389,GDF3,-
chr12,7864049,7870155,DPPA3,+
chr12,7882010,7902069,CLEC4C,-
chr12,7917811,7926717,NANOGNB,+
chr12,7941991,7948657,NANOG,+
chr12,7965107,8043792,SLC2A14,-
chr12,8071823,8088892,SLC2A3,-
chr12,8276227,8291203,CLEC4A,+
chr12,8325149,8332642,ZNF705A,+
chr12,8608590,8630926,CLEC6A,+
chr12,8666135,8674962,CLEC4D,+
chr12,8685900,8693558,CLEC4E,-
chr12,8754761,8765463,AICDA,-
chr12,8798538,8815484,MFAP5,-
chr12,8975067,9029379,A2ML1,+
chr12,9142220,9163343,KLRG1,+
chr12,9220303,9268825,A2M,-
chr12,9301435,9360966,PZP,-
chr12,9747869,9760497,KLRB1,-
chr12,9868455,9885895,CLECL1,-
chr12,9905081,9913497,CD69,-
chr12,9980076,9997604,KLRF1,+
chr12,10004967,10022458,CLEC2B,-
chr12,10034087,10048432,KLRF2,+
chr12,10051271,10084980,CLEC2A,-
chr12,10103914,10138194,CLEC12A,+
chr12,10145659,10151899,CLEC1B,-
chr12,10163225,10171399,CLEC12B,+
chr12,10183275,10218629,CLEC9A,+
chr12,10222152,10251664,CLEC1A,-
chr12,10269375,10282868,CLEC7A,-
chr12,10310898,10324790,OLR1,-
chr12,10323197,10344403,TMEM52B,+
chr12,10457049,10469850,KLRD1,+
chr12,10524951,10562745,KLRC4-KLRK1,-
chr12,10524951,10542653,KLRK1,-
chr12,10559982,10562356,KLRC4,-
chr12,10564913,10573194,KLRC3,-
chr12,10583197,10588592,KLRC2,-
chr12,10594862,10607284,KLRC1,-
chr12,10771537,10826891,STYK1,-
chr12,11418846,11422641,PRB3,-
chr12,11460014,11463369,PRB4,-
chr12,11504756,11508524,PRB1,-
chr12,11544473,11548498,PRB2,-
chr12,11802787,12048336,ETV6,+
chr12,13093708,13103318,GPRC5D,-
chr12,13349601,13369708,EMP1,+
chr12,13714409,14133022,GRIN2B,-
chr12,14656596,14720791,PLBD1,-
chr12,14765565,14849519,GUCY2C,-
chr12,14957583,14967116,SMCO3,-
chr12,14982244,14996413,ART4,-
chr12,15033797,15038996,MGP,-
chr12,15066960,15091483,ERP27,-
chr12,15094948,15114704,ARHGDIB,-
chr12,15125955,15134799,PDE6H,+
chr12,15260715,15374411,RERG,-
chr12,15475190,15751265,PTPRO,+
chr12,16341418,16430619,SLC15A5,-
chr12,16500075,16517344,MGST1,+
chr12,16701305,16761148,LMO3,-
chr12,18233802,18243127,RERGL,-
chr12,18414473,18801352,PIK3C2G,+
chr12,18836109,18890993,PLCZ1,-
chr12,20522178,20837041,PDE3A,+
chr12,20848288,20906320,SLCO1C1,+
chr12,20963637,21069845,SLCO1B3,+
chr12,21168629,21243040,SLCO1B7,+
chr12,21284127,21392730,SLCO1B1,+
chr12,21417533,21548371,SLCO1A2,-
chr12,21507893,21532914,IAPP,+
chr12,21689122,21757781,GYS2,-
chr12,21950322,22089628,ABCC9,-
chr12,22346324,22487648,ST8SIA1,-
chr12,23682437,24715524,SOX5,-
chr12,25146357,25150373,C12orf77,-
chr12,25150495,25205380,LOC645177,+
chr12,25205180,25261269,LRMP,+
chr12,25649249,25801496,LMNTD1,-
chr12,27619742,27655118,SMCO2,+
chr12,28111016,28124916,PTHLH,-
chr12,29653745,29936743,TMTC1,-
chr12,31800093,31822016,ETFBKMT,+
chr12,32638905,32798984,FGD4,+
chr12,33528347,33592754,SYT10,-
chr12,40019968,40115716,C12orf40,+
chr12,40148822,40499661,SLC2A13,-
chr12,40787195,40964559,MUC19,+
chr12,41302158,41466214,CNTN1,+
chr12,41582249,41968392,PDZRN4,+
chr12,44229663,44783545,TMEM117,+
chr12,44902057,45307711,NELL2,-
chr12,45408538,45444882,DBX2,-
chr12,47158543,47219780,SLC38A4,-
chr12,47469489,47473734,AMIGO2,-
chr12,47473385,47630446,PCED1B,+
chr12,48876285,48890297,C12orf54,+
chr12,48919414,48921886,OR8S1,+
chr12,48961466,48963829,LALBA,-
chr12,49372235,49376396,WNT1,+
chr12,50260678,50297760,FAIM2,-
chr12,50344523,50352664,AQP2,+
chr12,50355278,50359465,AQP5,+
chr12,50721094,50790405,FAM186A,-
chr12,51236700,51281667,TMPRSS12,+
chr12,51674821,51718464,BIN2,-
chr12,51722226,51740463,CELA1,-
chr12,51985019,52206648,SCN8A,+
chr12,52281792,52285505,ANKRD33,+
chr12,52301201,52317145,ACVRL1,+
chr12,52562779,52585784,KRT80,-
chr12,52599364,52604639,C12orf80,-
chr12,52626953,52642709,KRT7,+
chr12,52668428,52702947,KRT86,+
chr12,52679696,52685299,KRT81,-
chr12,52708084,52715182,KRT83,-
chr12,52753789,52761309,KRT85,-
chr12,52771595,52779417,KRT84,-
chr12,52787734,52800176,KRT82,-
chr12,52817853,52828110,KRT75,-
chr12,52840434,52845910,KRT6B,-
chr12,52862299,52867569,KRT6C,-
chr12,52880957,52887181,KRT6A,-
chr12,52908358,52914243,KRT5,-
chr12,52937692,52946931,KRT71,-
chr12,52959602,52967609,KRT74,-
chr12,52979372,52995322,KRT72,-
chr12,53001353,53012343,KRT73,-
chr12,53038341,53045959,KRT2,-
chr12,53068519,53074191,KRT1,-
chr12,53083409,53097247,KRT77,-
chr12,53161938,53171129,KRT76,-
chr12,53183468,53189892,KRT3,-
chr12,53200326,53207900,KRT4,-
chr12,53215230,53228077,KRT79,-
chr12,53231587,53242778,KRT78,-
chr12,53290970,53320253,KRT8,-
chr12,53491435,53496128,IGFBP6,+
chr12,53497273,53518323,SOAT2,+
chr12,54756228,54758270,GPR84,-
chr12,54891494,54936899,NCKAP1L,+
chr12,54943863,54973023,PDE1B,+
chr12,54973023,54982443,PPP1R1A,-
chr12,55024622,55028663,LACRT,-
chr12,55038374,55042277,DCD,-
chr12,55248298,55252177,MUCL1,+
chr12,55342086,55378530,TESPA1,-
chr12,55413728,55423801,NEUROD4,+
chr12,56347888,56359846,PMEL,-
chr12,57316937,57328189,SDR9C7,-
chr12,57345214,57353158,RDH16,-
chr12,57403780,57410344,TAC3,-
chr12,57866037,57873655,ARHGAP9,-
chr12,60083117,60183636,SLC16A7,+
chr12,62102028,62586620,FAM19A2,-
chr12,63536538,63546590,AVPR1A,-
chr12,64660762,64784345,C12orf56,-
chr12,65174972,65274802,TBC1D30,+
chr12,65444403,65515346,WIF1,-
chr12,66582977,66648402,IRAK3,+
chr12,66741210,67072925,GRIP1,-
chr12,68548549,68553521,IFNG,-
chr12,68595128,68619571,IL26,-
chr12,68642024,68647281,IL22,-
chr12,69244954,69357020,CPM,-
chr12,69742133,69748013,LYZ,+
chr12,70002343,70004942,LRRC10,-
chr12,70037287,70093196,BEST3,-
chr12,70909650,71031220,PTPRB,-
chr12,71031852,71314584,PTPRR,-
chr12,71518876,71551779,TSPAN8,-
chr12,72666528,73059422,TRHDE,+
chr12,75433857,75603528,KCNC2,-
chr12,78225068,78606792,NAV3,+
chr12,80603232,80772870,OTOGL,+
chr12,80838125,81073968,PTPRQ,+
chr12,81110707,81113447,MYF5,+
chr12,81651753,82153109,PPFIA2,-
chr12,86198330,86230318,RASSF9,-
chr12,86268072,86276770,NTS,+
chr12,86373036,87232681,MGAT4C,-
chr12,88373815,88423176,C12orf50,-
chr12,91345991,91348953,CCER1,-
chr12,91357455,91398803,EPYC,-
chr12,91444267,91452131,KERA,-
chr12,91497231,91505542,LUM,-
chr12,91537053,91576901,DCN,-
chr12,92813869,92821924,CLLU1OS,-
chr12,92817734,92824778,CLLU1,+
chr12,93096618,93102325,C12orf74,+
chr12,94072544,94132412,CRADD,+
chr12,94960899,95044338,TMCC3,-
chr12,96051582,96184984,NTN4,-
chr12,99128568,100378432,ANKS1B,-
chr12,100041527,100043892,FAM71C,+
chr12,100750856,100815837,SLC17A8,+
chr12,100867550,100957645,NR1H4,+
chr12,100987395,101022066,GAS2L3,+
chr12,101188373,101522419,ANO4,+
chr12,101549993,101604016,SLC5A8,-
chr12,101869198,101880775,SPIC,+
chr12,101988708,102079658,MYBPC1,+
chr12,102789644,102874423,IGF1,-
chr12,103232103,103311381,PAH,-
chr12,103351451,103354294,ASCL1,+
chr12,103695715,103889788,C12orf42,-
chr12,103981068,104160502,STAB2,+
chr12,105197274,105322472,SLC41A2,-
chr12,106976684,107156582,RFX4,+
chr12,107974633,108053419,BTBD11,+
chr12,108168161,108170421,ASCL4,+
chr12,108523247,108644314,WSCD2,+
chr12,108681820,108733094,CMKLR1,-
chr12,108983621,108991894,TMEM119,-
chr12,109015670,109027670,SELPLG,-
chr12,109273856,109294710,DAO,+
chr12,109301904,109459045,SVOP,-
chr12,109826523,109886176,MYO1H,+
chr12,111284763,111345339,CCDC63,+
chr12,111348622,111358404,MYL2,-
chr12,111471827,111788358,CUX2,+
chr12,113012900,113336686,RPH3A,+
chr12,113344581,113369995,OAS1,+
chr12,113376237,113411054,OAS3,+
chr12,113416273,113449528,OAS2,+
chr12,113495661,113535833,DTX1,+
chr12,113536623,113574044,RASAL1,-
chr12,113900693,113909877,LHX5,-
chr12,114791734,114846247,TBX5,-
chr12,116997185,117014425,MAP1LC3B2,+
chr12,117476727,117537251,TESC,-
chr12,117645946,117799607,NOS1,-
chr12,117890816,118406028,KSR2,-
chr12,118587605,118797525,TAOK3,-
chr12,119419299,119600856,SRRM4,+
chr12,119772516,119978852,CCDC60,+
chr12,120031263,120079363,TMEM233,+
chr12,121458094,121477045,OASL,-
chr12,122652265,122688018,LRRC43,+
chr12,122656576,122658746,IL31,-
chr12,123199302,123201439,HCAR3,-
chr12,123212152,123215129,HCAR1,-
chr12,124773709,124800570,RFLNA,+
chr12,125811161,126146923,TMEM132B,+
chr12,128751947,129192460,TMEM132C,+
chr12,129337978,129469509,GLT1D1,+
chr12,129556270,130388212,TMEM132D,-
chr12,130647003,130650285,FZD10,+
chr12,130822432,130856877,PIWIL1,+
chr12,130880680,131002410,RIMBP2,-
chr12,131438451,131626014,ADGRD1,+
chr12,132680916,132905905,GALNT9,-
chr12,133498018,133532892,ZNF605,-
chr12,133794897,133812422,ANHX,-
chr13,19747909,19755992,TUBA3C,-
chr13,19997016,20110903,TPTE2,-
chr13,20712393,20735183,GJA3,-
chr13,20761601,20767114,GJB2,-
chr13,20796100,20806534,GJB6,-
chr13,20977805,21100012,CRYL1,-
chr13,21277481,21297237,IL17D,+
chr13,21547174,21635722,LATS2,-
chr13,23755059,23899304,SGCG,+
chr13,24144508,24250244,TNFRSF19,+
chr13,24465237,24471145,C1QTNF9B,-
chr13,24553764,24881212,SPATA13,+
chr13,24881303,24896669,C1QTNF9,+
chr13,25254548,25285923,ATP12A,+
chr13,25338300,25454059,RNF17,+
chr13,25670275,25672705,PABPC3,+
chr13,25735816,25746421,AMER2,-
chr13,25946148,26599989,ATP8A2,+
chr13,27329336,27334922,GPR12,-
chr13,28552242,28562774,URAD,-
chr13,28577410,28674729,FLT3,-
chr13,28874482,29069265,FLT1,-
chr13,29598747,30080084,MTUS2,+
chr13,31287614,31338565,ALOX5AP,+
chr13,31480311,31499709,MEDAG,+
chr13,31506833,31549153,TEX26,+
chr13,31774111,31906413,B3GLCT,+
chr13,32313678,32377009,RXFP2,+
chr13,32877907,32886091,ZAR1L,-
chr13,33590570,33640282,KL,+
chr13,33677271,34250972,STARD13,-
chr13,36342788,36706157,DCLK1,-
chr13,36742344,36788752,SOHLH2,-
chr13,37005966,37017019,CCNA1,+
chr13,37677396,37679801,CSNK1A1L,-
chr13,38136718,38172981,POSTN,-
chr13,38210772,38443939,TRPC4,-
chr13,39540061,39564996,STOML3,-
chr13,43136871,43182149,TNFSF11,+
chr13,43355685,43365685,FAM216B,+
chr13,43597361,43683306,DNAJC15,+
chr13,43787268,44203613,ENOX1,-
chr13,44717286,44735393,SMIM2,-
chr13,44947785,44971850,SERP2,+
chr13,46115431,46189874,ERICH6B,-
chr13,46276438,46288694,SPERT,+
chr13,46354404,46425846,SIAH3,-
chr13,46700057,46756459,LCP1,-
chr13,46916134,46964177,RUBCNL,-
chr13,47405676,47471211,HTR2A,-
chr13,48985180,48987653,LPAR6,-
chr13,49227846,49285362,CYSLTR2,+
chr13,49794473,49796513,MLNR,+
chr13,49882785,49987887,CAB39L,-
chr13,50202434,50208008,ARL11,+
chr13,51285161,51418075,DLEU7,-
chr13,51796469,51858377,FAM124A,+
chr13,53602875,53626196,OLFM4,+
chr13,57715051,57718073,PRR20A,+
chr13,57728194,57731216,PRR20C,+
chr13,57734765,57737787,PRR20D,+
chr13,57741330,57744352,PRR20E,+
chr13,96743092,97491816,HS6ST3,+
chr13,97637972,97646984,OXGR1,-
chr13,98795351,98897558,FARP1,+
chr13,99336054,99404929,SLC15A1,-
chr13,99445740,99738660,DOCK9,-
chr13,101706129,102068813,NALCN,-
chr13,102104943,102373207,ITGBL1,+
chr13,102373204,103054778,FGF14,-
chr13,103381716,103411422,CCDC168,-
chr13,103696347,103719196,SLC10A2,-
chr13,106118215,106143383,DAOA,+
chr13,107820878,108519460,FAM155A,-
chr13,108859789,108867130,LIG4,-
chr13,108921976,108960832,TNFSF13B,+
chr13,109248499,109860355,MYO16,+
chr13,110801304,110959504,COL4A1,-
chr13,110959613,111165556,COL4A2,+
chr13,112721912,112726020,SOX1,+
chr13,113030650,113089009,SPACA7,+
chr13,113301357,113338811,ATP11AUN,+
chr13,113623534,113754053,MCF2L,+
chr13,113760101,113774995,F7,+
chr13,113777112,113803843,F10,+
chr13,114053924,114068708,LOC101928841,-
chr13,114321593,114438637,GRK1,+
chr13,114462215,114514899,TMEM255B,+
chr13,114598075,114624290,LINC00452,+
chr13,114747193,114898098,RASA3,-
chr14,20271928,20296531,OR4N2,+
chr14,20896969,20903801,KLHL33,-
chr14,21024251,21029090,RNASE9,-
chr14,21051050,21058417,RNASE11,-
chr14,21156935,21168761,RNASE4,+
chr14,21214098,21216539,EDDM3A,+
chr14,21236585,21239107,EDDM3B,+
chr14,21484921,21539031,NDRG2,-
chr14,21510384,21512392,RNASE7,+
chr14,23586514,23588820,CEBPE,-
chr14,23825608,23834842,EFS,-
chr14,23842017,23845612,IL25,+
chr14,23846016,23848981,CMTM5,+
chr14,23851198,23877486,MYH6,-
chr14,23881946,23904895,MYH7,-
chr14,24099323,24111647,DHRS2,+
chr14,24540045,24547309,CPNE6,+
chr14,24787554,24804277,ADCY4,-
chr14,24805226,24809242,RIPK3,-
chr14,25042723,25045466,CTSG,-
chr14,25075685,25078926,GZMH,-
chr14,25100159,25103475,GZMB,-
chr14,25278859,25519503,STXBP6,-
chr14,30045684,30396948,PRKD1,-
chr14,31952149,31957151,GPR33,-
chr14,32798478,33302268,AKAP6,+
chr14,33408458,34273382,NPAS3,+
chr14,36985601,36988903,NKX2-1,-
chr14,37049215,37051819,NKX2-8,-
chr14,38064403,38311833,TTC6,+
chr14,38723204,38725575,CLEC14A,-
chr14,39703124,39722575,MIA2,+
chr14,42076058,42373752,LRFN5,+
chr14,44973351,44976499,FSCB,-
chr14,47308825,48144157,MDGA2,-
chr14,51955838,52197445,FRMD6,+
chr14,52734430,52743442,PTGDR,+
chr14,55880927,55907263,TBPL2,-
chr14,57267424,57277194,OTX2,-
chr14,57936017,57960581,C14orf105,-
chr14,58030639,58332592,SLC35F4,-
chr14,59971784,60043549,CCDC175,-
chr14,60062693,60097532,RTN1,-
chr14,60902673,60952764,C14orf39,-
chr14,60975937,60978525,SIX6,+
chr14,61744087,61748530,TMEM30B,-
chr14,62462540,62568427,SYT16,+
chr14,63173290,63511956,KCNH5,-
chr14,63779548,63785593,GPHB5,-
chr14,64680858,64693167,SYNE2,+
chr14,64693750,64761128,ESR2,-
chr14,65016619,65056097,PPP1R36,+
chr14,65233116,65289866,SPTB,-
chr14,65877309,66210839,FUT8,+
chr14,67656109,67695267,FAM71D,+
chr14,67853695,67878917,PLEK2,-
chr14,68168602,68201168,RDH12,+
chr14,69951470,69995215,PLEKHD1,+
chr14,70036530,70041600,CCDC177,-
chr14,70510933,70655787,SLC8A3,-
chr14,70918873,70926622,ADAM21,+
chr14,70989077,71001732,ADAM20,-
