chr,start,end,gene_symbol,strand
chr2,187558788,187628514,FAM171B,+
chr2,188206689,188313021,CALCRL,-
chr2,189156395,189460653,GULP1,+
chr2,190425315,190445537,SLC40A1,-
chr2,191894301,192015986,STAT4,-
chr2,192813771,193059659,TMEFF2,-
chr2,196602426,196933536,DNAH7,-
chr2,197063973,197457335,HECW2,-
chr2,197851385,198175521,ANKRD44,-
chr2,201170603,201346986,SPATS2L,+
chr2,201450730,201536218,AOX1,+
chr2,202047620,202094129,CASP10,+
chr2,202122753,202152434,CASP8,+
chr2,202352143,202483905,ALS2CR11,-
chr2,202509596,202563417,MPP4,-
chr2,206547223,206662857,NRP2,+
chr2,207602486,207630273,MDH1B,-
chr2,208986330,208989313,CRYGD,-
chr2,209224568,209359231,PTH2R,+
chr2,211052713,211090215,ACADL,-
chr2,211342405,211543831,CPS1,+
chr2,213864407,214016333,IKZF2,-
chr2,214140509,214148933,LOC100130451,-
chr2,214149102,215275225,SPAG16,+
chr2,216279383,216300791,FN1,-
chr2,218664511,218808796,TNS1,-
chr2,219221578,219232817,CATIP,+
chr2,219824349,219826877,CDK5R2,+
chr2,219940045,220025587,NHEJ1,-
chr2,223162865,223169936,CCDC140,+
chr2,230787206,230877825,FBXO36,+
chr2,230899689,230933715,SLC16A14,-
chr2,233740137,233743414,C2orf82,+
chr2,242127923,242135580,ANO7,+
chr2,242750159,242758739,NEU4,+
chr20,814339,826922,FAM110A,+
chr20,1206763,1235145,RAD21L1,+
chr20,1246934,1289971,SNPH,+
chr20,2187573,2193797,LOC388780,+
chr20,3026674,3028896,MRPS26,+
chr20,3639938,3644046,GFRA4,-
chr20,5731032,5845053,C20orf196,+
chr20,8112911,8865547,PLCB1,+
chr20,10415950,10608682,SLX4IP,+
chr20,13976145,16033842,MACROD2,+
chr20,14304638,14318313,FLRT3,-
chr20,16252748,16554079,KIF16B,-
chr20,17207596,17465223,PCSK2,+
chr20,17474549,17549865,BFSP1,-
chr20,18004795,18039832,OVOL2,-
chr20,18364010,18447829,DZANK1,-
chr20,20033157,20341346,CFAP61,+
chr20,30448869,30458044,DUSP15,-
chr20,31669317,31699557,BPIFB4,+
chr20,32319565,32380075,ZNF341,+
chr20,33759739,33765165,PROCR,+
chr20,36755788,36793831,TGM2,-
chr20,37434335,37551667,PPP1R16B,+
chr20,44402846,44420547,WFDC3,-
chr20,44746892,44758384,CD40,+
chr20,51588945,52111869,TSHZ2,+
chr20,54987167,55034396,CASS4,+
chr20,56791181,56803709,ANKRD60,-
chr20,62328003,62330051,TNFRSF6B,+
chr21,15588450,15600693,RBM11,+
chr21,22370632,22912517,NCAM2,+
chr21,27011593,27089874,JAM2,+
chr21,28290230,28339439,ADAMTS5,-
chr21,34398215,34401504,OLIG2,+
chr21,35818985,35884573,KCNE1,-
chr21,35888739,35899308,RCAN1,-
chr21,36160097,36260987,RUNX1,-
chr21,43791995,43816200,TMPRSS3,-
chr21,43892595,43916464,RSPH1,-
chr22,21400248,21418457,LRRC74B,+
chr22,24108020,24110159,CHCHD10,-
chr22,24299600,24303368,GSTT2B,-
chr22,29708921,29711745,RASL10A,-
chr22,31057431,31063877,DUSP18,-
chr22,31500757,31503573,SELENOM,-
chr22,32908538,33454377,SYN3,-
chr22,35462128,35483380,ISX,+
chr22,36044423,36064456,APOL6,+
chr22,36113918,36125530,APOL5,+
chr22,39493228,39500072,APOBEC3H,+
chr22,40322594,40369346,GRAP2,+
chr22,42095517,42195459,MEI1,+
chr22,42394728,42424479,WBP2NL,+
chr22,43924623,44208217,EFCAB6,-
chr22,44576769,44604349,PARVG,+
chr22,50497819,50524358,MLC1,-
chr22,50925212,50928750,MIOX,+
chr22,50961996,50964868,SCO2,-
chr22,50989540,51001381,SYCE3,-
chr3,8543492,8609811,LMCD1,+
chr3,9022274,9291369,SRGAP3,-
chr3,9908393,9921938,CIDEC,-
chr3,17198653,17782399,TBC1D5,-
chr3,19920963,19988517,EFHB,-
chr3,27152393,27410951,NEK10,-
chr3,28390639,28567857,ZCWPW2,+
chr3,29322802,30051886,RBMS3,+
chr3,31702316,32023342,OSBPL10,-
chr3,32023265,32033228,ZNF860,+
chr3,38179968,38184513,MYD88,+
chr3,41288089,42003932,ULK4,-
chr3,48264836,48266981,CAMP,+
chr3,48506918,48509044,TREX1,+
chr3,48599150,48601201,UCN2,-
chr3,49758908,49761407,GMPPB,-
chr3,49842637,49851391,UBA7,-
chr3,51989329,51991520,GPR62,+
chr3,57327726,57530071,DNAH12,-
chr3,58727736,59035715,C3orf67,-
chr3,59733003,61237135,FHIT,-
chr3,62304647,62309808,C3orf14,+
chr3,64079525,64211131,PRICKLE2,-
chr3,69788585,70017488,MITF,+
chr3,75955825,77699115,ROBO2,+
chr3,81538849,81810950,GBE1,-
chr3,85008132,86123579,CADM2,+
chr3,86987118,87040273,VGLL3,-
chr3,89156673,89531284,EPHA3,+
chr3,93591880,93692934,PROS1,-
chr3,96533424,97467786,EPHA6,+
chr3,100941389,101039419,IMPG2,-
chr3,111393522,111565294,PLCXD2,+
chr3,111451326,111695364,PHLDB2,+
chr3,111717585,111732735,TAGLN3,+
chr3,112641531,112693937,CD200R1,-
chr3,113251217,113348422,SIDT1,+
chr3,113557680,113666021,GRAMD1C,+
chr3,114033346,114866127,ZBTB20,-
chr3,119013219,119138323,ARHGAP31,+
chr3,119243139,119278481,CD80,-
chr3,119298279,119308792,ADPRH,+
chr3,120347014,120401418,HGD,-
chr3,120627049,121143608,STXBP5L,+
chr3,121350244,121379795,HCLS1,-
chr3,121554026,121605373,EAF2,+
chr3,122246756,122283523,PARP9,-
chr3,122283184,122294050,DTX3L,+
chr3,123331142,123603149,MYLK,-
chr3,124303505,124445172,KALRN,+
chr3,127407904,127541725,MGLL,-
chr3,128689778,128712986,KIAA1257,-
chr3,130745693,131069309,NEK11,+
chr3,132757131,133116619,TMEM108,+
chr3,133118838,133194056,BFSP2,+
chr3,134514098,134979309,EPHB1,+
chr3,138213180,138313225,CEP70,-
chr3,139236275,139258671,RBP1,-
chr3,142984063,143567373,SLC9A9,-
chr3,147127180,147134506,ZIC1,+
chr3,148415657,148460790,AGTR1,+
chr3,150377671,150421758,ERICH6,-
chr3,154797435,154901518,MME,+
chr3,156544095,156763918,LEKR1,+
chr3,159557649,159615155,SCHIP1,+
chr3,159706622,159713806,IL12A,+
chr3,160473991,160796695,PPM1L,+
chr3,161062579,161090738,SPTSSB,-
chr3,165490690,165555260,BCHE,-
chr3,166958074,167098085,ZBBX,-
chr3,167453431,167543357,SERPINI1,+
chr3,170606203,170626426,EIF5A2,-
chr3,171318194,171528284,PLD1,-
chr3,172348434,172429008,NCEH1,-
chr3,173116237,174001139,NLGN1,+
chr3,178735010,178789656,ZMAT3,-
chr3,180319917,180328918,TTC14,+
chr3,180331795,180397283,CCDC39,-
chr3,182733005,182817375,MCCC1,-
chr3,182895791,183146057,MCF2L2,-
chr3,183967444,184010819,ECE2,+
chr3,184279586,184300196,EPHB3,+
chr3,184529930,184770402,VPS8,+
chr3,184908411,184971886,EHHADH,-
chr3,185000728,185206882,MAP3K13,+
chr3,186648314,186796341,ST6GAL1,+
chr3,186838740,186857263,RPL39L,-
chr3,187439164,187463513,BCL6,-
chr3,187871660,188608460,LPP,+
chr3,189674516,189838908,P3H2,-
chr3,190231839,190374986,IL1RAP,+
chr3,190570525,190580465,GMNC,-
chr3,190984943,191048325,UTS2B,-
chr3,191046873,191116459,CCDC50,+
chr3,192514603,192635950,MB21D2,-
chr3,192958916,192988644,HRASLS,+
chr3,194115549,194119995,GP5,-
chr3,194789012,194991895,XXYLT1,-
chr3,194995464,195163817,ACAP2,-
chr3,196433147,196439165,CEP19,-
chr3,197640592,197676796,IQCG,-
chr3,197687070,197770591,LMLN,+
chr4,3443659,3451222,HGFAC,+
chr4,7967036,8160559,ABLIM2,-
chr4,20702035,20734180,PACRGL,+
chr4,23793643,23891700,PPARGC1A,-
chr4,25121626,25162204,SEPSECS,-
chr4,25314395,25372005,ZCCHC4,+
chr4,25915813,25931501,SMIM20,+
chr4,26585545,26757835,TBC1D19,+
chr4,26862312,27027003,STIM2,+
chr4,30722036,31148423,PCDH7,+
chr4,36067619,36245979,ARAP2,-
chr4,37828281,37864559,PGM2,+
chr4,38869353,38947365,FAM114A1,+
chr4,39548916,39640618,SMIM14,-
chr4,40425271,40631883,RBM47,-
chr4,40812043,41216635,APBB2,-
chr4,42112869,42154895,BEND4,-
chr4,42410389,42659122,ATP8A1,-
chr4,47452803,47465747,COMMD8,-
chr4,47487409,47595503,ATP10D,+
chr4,47596014,47840123,CORIN,-
chr4,48018788,48042190,NIPAL1,+
chr4,48137799,48271814,TEC,-
chr4,48343612,48428215,SLAIN2,+
chr4,48499379,48782316,FRYL,-
chr4,52917496,52963471,SPATA18,+
chr4,53739148,54232242,SCFD2,-
chr4,55099248,55164414,PDGFRA,+
chr4,55524094,55606881,KIT,+
chr4,55944425,55991762,KDR,-
chr4,56422691,56458379,PDCL2,-
chr4,56461395,56502465,NMU,-
chr4,57396774,57469489,THEGL,+
chr4,57676025,57688035,SPINK2,-
chr4,62066973,62944053,ADGRL3,+
chr4,66185280,66536213,EPHA5,-
chr4,72053002,72437804,SLC4A4,+
chr4,72897520,73013918,NPFFR2,+
chr4,73146685,73434516,ADAMTS3,-
chr4,74962751,74964997,CXCL2,-
chr4,75858284,75975325,PARM1,+
chr4,76501703,76555724,CDKL2,-
chr4,77135192,77204936,FAM47E,+
chr4,78978723,79465423,FRAS1,+
chr4,80822770,80994626,ANTXR2,-
chr4,81187741,81212171,FGF5,+
chr4,81256873,81884910,C4orf22,+
chr4,83550689,83720010,SCD5,-
chr4,84011200,84031012,PLAC8,-
chr4,84213613,84256306,HPSE,-
chr4,84457066,84527028,GPAT3,+
chr4,86396283,86923823,ARHGAP24,+
chr4,87797357,87813575,C4orf36,-
chr4,89011415,89080011,ABCG2,-
chr4,89299890,89364249,HERC6,+
chr4,89378267,89427321,HERC5,+
chr4,89513573,89629693,HERC3,+
chr4,90165428,90229161,GPRIN3,-
chr4,90645249,90758350,SNCA,-
chr4,91048683,92523370,CCSER1,+
chr4,93225549,94695707,GRID2,+
chr4,95373007,95589378,PDLIM5,+
chr4,96083654,96470361,UNC5C,-
chr4,98480024,99064391,STPG2,-
chr4,100485234,100545154,MTTP,+
chr4,101107026,101111655,DDIT4L,-
chr4,103182820,103266655,SLC39A8,-
chr4,103806204,103940896,SLC9B1,-
chr4,108534821,108641419,PAPSS1,-
chr4,109663195,109684235,ETNPPL,-
chr4,109731876,110223799,COL25A1,-
chr4,110224190,110237291,ZCCHC23,+
chr4,113218498,113363774,ALPK1,+
chr4,113970784,114304896,ANK2,+
chr4,114821439,114900878,ARSJ,-
chr4,115519557,115599381,UGT8,+
chr4,115748928,116035032,NDST4,-
chr4,118004709,118006736,TRAM1L1,-
chr4,119809995,119982402,SYNPO2,+
chr4,121613067,121844021,PRDM5,-
chr4,122249796,122302181,QRFPR,-
chr4,128651532,128695454,SLC25A31,+
chr4,130014828,130033843,C4orf33,+
chr4,138440071,138453652,PCDH18,-
chr4,140637544,141075233,MAML3,-
chr4,141786724,142054616,RNF150,-
chr4,142944312,143767688,INPP4B,-
chr4,145567147,145659881,HHIP,+
chr4,146540539,146581187,MMAA,+
chr4,147175138,147443123,SLC10A7,-
chr4,148402068,148466106,EDNRA,+
chr4,148999914,149363672,NR3C2,-
chr4,152330397,152584784,FAM160A1,+
chr4,156845269,156875048,CTSO,-
chr4,157682762,157892546,PDGFC,-
chr4,157997276,158093242,GLRB,+
chr4,159131400,159176439,TMEM144,+
chr4,162305043,163085186,FSTL5,-
chr4,164245116,164253947,NPY1R,-
chr4,166300093,166419699,CPE,+
chr4,167654534,168155741,SPOCK3,-
chr4,169137441,169239958,DDX60,-
chr4,172734574,173961559,GALNTL6,+
chr4,175411327,175444049,HPGD,-
chr4,175563161,175750466,GLRA3,-
chr4,176554087,176923842,GPM6A,-
chr4,176986984,177103979,WDR17,+
chr4,184020462,184241930,WWC2,+
chr4,184826508,184944683,STOX2,+
chr4,185308875,185395726,IRF2,-
chr4,185676748,185747268,ACSL1,-
chr4,186317839,186321399,ANKRD37,+
chr4,186320693,186347139,UFSP2,-
chr4,187065994,187093817,FAM149A,+
chr5,10564434,10657928,ANKRD33B,+
chr5,14581890,14616289,FAM105A,+
chr5,16662015,16936385,MYO10,-
chr5,21750974,22853731,CDH12,-
chr5,23507717,23528706,PRDM9,+
chr5,24487208,24645087,CDH10,-
chr5,33944720,33984780,SLC45A2,-
chr5,34017962,34043371,C1QTNF3,-
chr5,34839728,34900616,TTC23L,+
chr5,35617988,35814713,SPEF2,+
chr5,36035118,36067023,UGT3A2,-
chr5,38258510,38465582,EGFLAM,+
chr5,39371775,39425335,DAB2,-
chr5,41730166,41870791,OXCT1,-
chr5,42425093,42721980,GHR,+
chr5,42799981,42812024,SELENOP,-
chr5,43192169,43280952,NIM1K,+
chr5,49692030,49737234,EMB,-
chr5,49962771,50142356,PARP8,+
chr5,52084135,52249485,ITGA1,+
chr5,53180613,53606403,ARL15,-
chr5,57749808,57755966,PLK2,-
chr5,57878014,58155221,RAB3C,+
chr5,58264864,59064438,PDE4D,-
chr5,63986134,64014017,FAM159B,+
chr5,64064744,64314590,CWC27,+
chr5,64444562,64777747,ADAMTS6,-
chr5,65892175,66465423,MAST4,+
chr5,74364121,74532703,ANKRD31,-
chr5,75699079,76003957,IQGAP2,+
chr5,78073031,78282357,ARSB,-
chr5,78985658,79096049,CMYA5,+
chr5,79287118,79379110,THBS4,+
chr5,79407049,79551901,SERINC5,-
chr5,79852573,79866304,ANKRD34B,-
chr5,80708625,81047072,SSBP2,-
chr5,82373227,82649579,XRCC4,+
chr5,88014057,88199922,MEF2C,-
chr5,89854616,90460033,ADGRV1,+
chr5,92953430,93447404,FAM172A,-
chr5,93486555,93954309,KIAA0825,-
chr5,94982480,94992849,RFESD,+
chr5,95149552,95158577,GLRX,-
chr5,99871008,99922445,FAM174A,+
chr5,100142638,100238989,ST8SIA4,-
chr5,101569689,101632253,SLCO4C1,-
chr5,102201526,102366809,PAM,+
chr5,107194733,107717799,FBXL17,-
chr5,108083522,108532542,FER,+
chr5,110559350,110830584,CAMK4,+
chr5,110831730,110848295,STARD4,-
chr5,112357795,112824527,MCC,-
chr5,112768250,112770728,TSSK1B,-
chr5,114460458,114516243,TRIM36,-
chr5,114602884,114632458,CCDC112,-
chr5,115140429,115152405,CDO1,-
chr5,115420672,115628987,COMMD10,+
chr5,118171768,118324300,DTWD2,-
chr5,118604386,118730299,TNFAIP8,+
chr5,119801325,120023027,PRR16,+
chr5,122181159,122344902,SNX24,+
chr5,126378249,126409184,C5orf63,-
chr5,126626455,126796914,MEGF10,+
chr5,128300819,128369335,SLC27A6,+
chr5,128795957,129074376,ADAMTS19,+
chr5,131528302,131563556,P4HA2,-
chr5,132196872,132202576,GDF9,-
chr5,135170364,135224326,SLC25A48,+
chr5,135266005,135277367,FBXL21,+
chr5,138205078,138211057,LRRTM2,-
chr5,139226363,139422884,NRG2,-
chr5,140024947,140027370,NDUFA2,-
chr5,140050380,140053171,DND1,-
chr5,140797259,140892548,PCDHGB7,+
chr5,140855568,140858362,PCDHGC3,+
chr5,140864740,140867356,PCDHGC4,+
chr5,141689991,141704620,SPRY4,-
chr5,142150291,142608572,ARHGAP26,+
chr5,143550436,143856944,KCTD16,+
chr5,145135906,145214932,PRELID2,-
chr5,145316125,145442879,SH3RF2,+
chr5,148206155,148208197,ADRB2,+
chr5,148651400,148691938,AFAP1L1,+
chr5,148961134,149014527,ARHGEF37,+
chr5,150560612,150603654,CCDC69,-
chr5,150632612,150649955,GM2A,+
chr5,151040656,151066615,SPARC,-
chr5,153369690,153418498,FAM114A2,-
chr5,158122922,158526770,EBF1,-
chr5,159678658,159739607,CCNJL,-
chr5,170736287,170739138,TLX3,+
chr5,172068268,172118543,NEURL1B,+
chr5,176730762,176733960,PRELID1,+
chr6,1312674,1314993,FOXQ1,+
chr6,10521567,10629601,GCNT2,+
chr6,11183530,11232915,NEDD9,-
chr6,12290528,12297427,EDN1,+
chr6,13924676,13980240,RNF182,+
chr6,18387580,18469105,RNF144B,+
chr6,20099914,20212695,MBOAT1,-
chr6,24544331,24646383,KIAA0319,-
chr6,25279655,25620758,CARMIL1,+
chr6,26197011,26199521,HIST1H3D,-
chr6,28539406,28555112,ZBED9,-
chr6,30029016,30032686,ZNRD1,+
chr6,30457182,30461982,HLA-E,+
chr6,31132113,31134947,POU5F1,-
chr6,31321642,31325022,HLA-B,-
chr6,31367560,31383092,MICA,+
chr6,31694813,31698042,DDAH2,-
chr6,31745294,31763712,VARS,-
chr6,32008931,32077151,TNXB,-
chr6,32135982,32145888,AGPAT1,-
chr6,32148744,32152099,AGER,-
chr6,32627240,32634466,HLA-DQB1,-
chr6,33422355,33425321,ZBTB9,+
chr6,34214156,34216885,C6orf1,-
chr6,36358327,36410666,PXT1,-
chr6,36708554,36807220,CPNE5,-
chr6,37179953,37225931,TMEM217,-
chr6,38136226,38607924,BTBD9,-
chr6,39302875,39693181,KIF6,-
chr6,41755180,41757634,TOMM6,+
chr6,42192670,42419789,TRERF1,-
chr6,42928491,42931618,GNMT,+
chr6,43273210,43276530,CRIP3,-
chr6,44221837,44225627,SLC35B2,-
chr6,44794466,45345788,SUPT3H,-
chr6,46097700,46114436,ENPP4,+
chr6,46517316,46620567,CYP39A1,-
chr6,46655611,46672056,TDRD6,+
chr6,46672052,46703430,PLA2G7,-
chr6,47199262,47277683,TNFRSF21,-
chr6,49398072,49431041,MUT,-
chr6,52535883,52551386,TMEM14A,+
chr6,54711568,54809897,FAM83B,+
chr6,55299170,55444012,HMGCLL1,-
chr6,56819772,56892144,BEND6,+
chr6,69345631,70099403,ADGRB3,+
chr6,70385640,70507049,LMBRD1,-
chr6,70576447,70922157,COL19A1,+
chr6,74405807,74538041,CD109,+
chr6,76458892,76629254,MYO6,+
chr6,78359990,78636759,MEI4,+
chr6,80194707,80247147,LCA5,-
chr6,80340821,80413387,SH3BGRL2,+
chr6,80816326,81055987,BCKDHB,+
chr6,83920107,84140938,ME1,-
chr6,84222193,84235423,PRSS35,+
chr6,84562984,84567234,RIPPLY2,+
chr6,84743837,84800606,MRAP2,+
chr6,87992696,88038996,GJB7,-
chr6,88117689,88174191,CFAP206,+
chr6,89964182,90025018,GABRR2,-
chr6,97345958,97562619,KLHL32,+
chr6,106534194,106557814,PRDM1,+
chr6,109169618,109295675,ARMC2,+
chr6,109761930,109765122,SMPD2,+
chr6,109814058,110012415,AK9,-
chr6,110012423,110146634,FIG4,+
chr6,116832807,116845955,FAM26E,+
chr6,117198375,117253326,RFX6,+
chr6,122793061,123047518,PKIB,+
chr6,123317115,123394065,CLVS2,+
chr6,129898239,130031370,ARHGAP18,-
chr6,133065008,133079147,VNN2,-
chr6,136172833,136516709,PDE7B,+
chr6,139561197,139613208,TXLNB,-
chr6,142395620,142468242,NMBR,-
chr6,142623055,142767403,ADGRG6,+
chr6,145946439,146056991,EPM2A,-
chr6,151815174,151942328,CCDC170,+
chr6,152442818,152489422,SYNE1,-
chr6,159290898,159331385,C6orf99,+
chr6,159455499,159466184,TAGAP,-
chr6,161768589,163148834,PARK2,-
chr6,163148163,163736524,PACRG,+
chr6,165693152,165723111,C6orf118,-
chr6,167704802,167729502,UNC93A,+
chr6_apd_hap1,3436513,3446198,PPT2,+
chr6_cox_hap2,2021201,2037420,GNL1,-
chr6_cox_hap2,2097538,2106227,MRPS18B,+
chr6_cox_hap2,2749780,2753168,HLA-C,-
chr6_cox_hap2,3274736,3284332,LSM2,-
chr6_cox_hap2,3292870,3295299,HSPA1A,+
chr6_cox_hap2,3336575,3340456,NEU1,-
chr6_cox_hap2,3340715,3356577,SLC44A4,-
chr6_cox_hap2,4620115,4624329,RING1,+
chr6_cox_hap2,4725993,4729534,ZBTB22,-
chr6_dbb_hap3,1588268,1605160,TRIM39,+
chr6_dbb_hap3,2176096,2188361,VARS2,+
chr6_dbb_hap3,2892375,2906056,BAG6,-
chr6_dbb_hap3,2905765,2911566,APOM,+
chr6_dbb_hap3,2914584,2919640,GPANK1,-
chr6_dbb_hap3,2919235,2923427,CSNK2B,+
chr6_dbb_hap3,3018952,3030690,VWA7,-
chr6_dbb_hap3,3151143,3199039,C2,+
chr6_dbb_hap3,3212163,3223115,SKIV2L,+
chr6_dbb_hap3,3235414,3256039,C4A,+
chr6_dbb_hap3,4528201,4538630,WDR46,-
chr6_dbb_hap3,4567657,4572120,DAXX,-
chr6_mann_hap4,1333523,1336703,PPP1R11,+
chr6_mann_hap4,2003919,2007002,NRM,-
chr6_mann_hap4,2968963,2971439,C6orf47,-
chr6_mann_hap4,4246805,4263744,TAP2,-
chr6_mcf_hap5,174341,195331,TRIM27,-
chr6_mcf_hap5,1921023,1941163,ABCF1,+
chr6_mcf_hap5,1976518,1996458,ATAT1,+
chr6_mcf_hap5,1996673,2002845,C6orf136,+
chr6_mcf_hap5,3227408,3245364,EHMT2,-
chr6_mcf_hap5,3462872,3475845,ATF6B,-
chr6_mcf_hap5,4733174,4740909,RGL2,-
chr6_qbl_hap6,1445146,1474192,TRIM26,-
chr6_qbl_hap6,1913796,1933762,DHX16,-
chr6_qbl_hap6,3161185,3163563,ZBTB12,-
chr6_qbl_hap6,3213657,3220653,NELFE,-
chr6_qbl_hap6,3231376,3233821,DXO,-
chr6_qbl_hap6,3233434,3243013,STK19,+
chr6_qbl_hap6,4393583,4400853,RXRB,-
chr6_qbl_hap6,4400825,4404437,SLC39A7,+
chr6_qbl_hap6,4404636,4406835,HSD17B8,+
chr6_qbl_hap6,4450267,4471978,VPS52,-
chr6_qbl_hap6,4499710,4514410,TAPBP,-
chr6_ssto_hap7,1999890,2017765,MDC1,-
chr6_ssto_hap7,2985531,3001955,ABHD16A,-
chr6_ssto_hap7,3038542,3061268,MSH5,+
chr6_ssto_hap7,3480108,3483790,EGFL8,+
chr6_ssto_hap7,4369432,4430060,BRD2,+
chr7,7680266,7918854,UMAD1,+
chr7,8152813,8302242,ICA1,-
chr7,12370510,12443567,VWDE,-
chr7,13930853,14030865,ETV1,-
chr7,16127151,16460947,ISPD,-
chr7,16501105,16505474,SOSTDC1,-
chr7,16793350,16824161,TSPAN13,+
chr7,17338275,17385775,AHR,+
chr7,20370724,20455382,ITGB8,+
chr7,21582832,21941186,DNAH11,+
chr7,22459062,22539901,STEAP1B,-
chr7,23145352,23165669,KLHL7,+
chr7,23636997,23684327,CCDC126,+
chr7,29186162,29553951,CHN2,+
chr7,29603426,29606911,PRR15,+
chr7,30951308,30965132,AQP1,+
chr7,33169151,33676526,BBS9,+
chr7,33944522,34195484,BMPER,+
chr7,34968492,35077653,DPY19L1,-
chr7,36192835,36341152,EEPD1,+
chr7,36892510,37488929,ELMO1,-
chr7,37945533,37956525,SFRP4,-
chr7,37960162,37991543,EPDR1,+
chr7,40174574,40900366,SUGCT,+
chr7,64434829,64451414,ZNF117,-
chr7,72742154,72772646,FKBP6,+
chr7,75398841,75419064,CCL26,-
chr7,76751933,76924521,CCDC146,+
chr7,77646373,79082890,MAGI2,-
chr7,80371853,80548667,SEMA3C,-
chr7,81575759,82073122,CACNA2D1,-
chr7,82383320,82792197,PCLO,-
chr7,82993221,83278479,SEMA3E,-
chr7,86273229,86494192,GRM3,+
chr7,86506221,86669550,KIAA1324L,-
chr7,86974950,87029112,CROT,+
chr7,87257728,87461613,RUNDC3B,+
chr7,87563457,87832204,ADAM22,+
chr7,89783688,89794141,STEAP1,+
chr7,89840999,89866992,STEAP2,+
chr7,89874487,89940377,CFAP69,+
chr7,92817851,92861511,HEPACAM2,-
chr7,92861652,92905740,VPS50,+
chr7,93514708,93520303,TFPI2,-
chr7,93551015,93555826,GNG11,+
chr7,94214535,94285521,SGCE,-
chr7,94285636,94299007,PEG10,+
chr7,94536948,94925727,PPP1R9A,+
chr7,100209724,100213000,MOSPD3,+
chr7,100612903,100662230,MUC12,+
chr7,102453307,102715288,FBXL13,-
chr7,107788070,108096841,NRCAM,-
chr7,110303105,111202573,IMMP2L,-
chr7,111366163,111846462,DOCK4,-
chr7,112720467,112726542,GPR85,-
chr7,114562208,114659970,MDFIC,+
chr7,116139654,116148595,CAV2,+
chr7,116164838,116201239,CAV1,+
chr7,117350704,117513561,CTTNBP2,-
chr7,120628750,120937498,CPED1,+
chr7,121958477,122526813,CADPS2,-
chr7,123092234,123174718,IQUB,-
chr7,130146078,130353598,COPG2,-
chr7,132937822,133750514,EXOC4,+
chr7,133812104,133949343,LRGUK,+
chr7,134233848,134264592,AKR1B15,+
chr7,137072395,137531610,DGKI,-
chr7,142560513,142568847,EPHB6,+
chr7,143013218,143049097,CLCN1,+
chr7,143318044,143422176,TCAF2,+
chr7,143452181,143454843,CTAGE6,-
chr7,144149033,144533146,TPK1,-
chr7,150035406,150038763,RARRES2,-
chr7,155594933,155604967,SHH,-
chr8,356807,419876,FBXO25,+
chr8,439789,495781,TDRP,-
chr8,1993157,2093380,MYOM2,+
chr8,6264112,6506026,MCPH1,+
chr8,8860313,8890849,ERI1,+
chr8,9413444,9639856,TNKS,+
chr8,9911778,10286401,MSRA,+
chr8,11278972,11324276,FAM167A,-
chr8,11627171,11644854,NEIL2,+
chr8,15397595,15624158,TUSC3,+
chr8,16884746,16980148,MICU3,+
chr8,17154305,17271040,MTMR7,-
chr8,17354596,17428077,SLC7A2,+
chr8,17433941,17500642,PDGFRL,+
chr8,17501302,17658426,MTUS1,-
chr8,18067611,18081198,NAT1,+
chr8,21881620,21894408,NPM2,+
chr8,21911065,21940038,DMTN,+
chr8,22993100,23021543,TNFRSF10D,-
chr8,23154409,23261722,LOXL2,-
chr8,25699245,25902640,EBF2,-
chr8,26240522,26270644,BNIP3L,+
chr8,26371708,26515693,DPYSL2,+
chr8,27142402,27168836,TRIM35,-
chr8,27168998,27316908,PTK2B,+
chr8,27348518,27402439,EPHX2,+
chr8,27454433,27472328,CLU,-
chr8,28285924,28347835,FBXO16,-
chr8,28351721,28431785,FZD3,+
chr8,28625174,28747698,INTS9,-
chr8,28747886,28910787,HMBOX1,+
chr8,29190578,29208267,DUSP4,-
chr8,30242016,30429778,RBPMS,+
chr8,30496116,30503473,SMIM18,+
chr8,30853317,30891231,PURG,-
chr8,38965047,39142436,ADAM32,+
chr8,52232136,52722005,PXDNL,-
chr8,67900365,67940786,PPP1R42,-
chr8,68864349,69149268,PREX2,+
chr8,69242956,69731258,C8orf34,+
chr8,70378858,70573147,SULF1,+
chr8,70584567,70747299,SLCO5A1,-
chr8,71581599,71648177,XKR9,+
chr8,72109667,72274467,EYA1,-
chr8,72753776,72756731,MSC,-
chr8,76319904,76479078,HNF4G,+
chr8,79578281,79632000,ZC2HC1A,+
chr8,82644687,82671750,CHMP4C,+
chr8,86019322,86058315,LRRCC1,+
chr8,86157715,86196302,CA13,+
chr8,89049459,89339717,MMP16,-
chr8,91013579,91065861,DECR1,+
chr8,91970705,91997485,C8orf88,-
chr8,92006498,92053203,TMEM55A,-
chr8,93895757,93978372,TRIQK,-
chr8,96257140,96281462,C8orf37,-
chr8,99076749,99105838,ERICH5,+
chr8,99202053,99306621,NIPAL2,-
chr8,100025493,100889814,VPS13B,+
chr8,105235562,105266653,RIMS2,+
chr8,106331146,106816767,ZFPM2,+
chr8,107282405,107764922,OXR1,+
chr8,109791204,109799844,TMEM74,-
chr8,120569316,120651106,ENPP2,-
chr8,120885894,121063157,DEPTOR,+
chr8,121137346,121385814,COL14A1,+
chr8,121547984,121824309,SNTB1,-
chr8,124428964,124454480,WDYHV1,+
chr8,135490030,135725292,ZFAT,-
chr8,140739967,141468678,TRAPPC9,-
chr8,142366584,142377365,GPR20,-
